6	0	1	0	4	4	3	2	2	3
6	1	1	0	1	1	1	1	3	2
6	2	1	0	4	4	4	2	1	2
6	3	1	0	3	3	3	2	2	3
6	4	1	0	4	4	4	3	2	4
6	5	1	0	4	4	4	3	2	3
6	6	1	0	3	3	4	2	1	2
6	9	1	0	4	4	4	1	1	4
13	0	1	0	4	4	4	2	2	3
13	1	1	1	4	2	2	3	3	2
13	2	1	0	4	4	3	1	2	3
13	3	1	1	4	4	4	2	2	4
13	4	1	0	4	4	2	3	4	9
13	5	1	1	4	4	4	3	3	3
13	6	1	0	4	4	4	2	1	3
13	7	1	1	4	4	4	3	4	3
13	8	1	0	4	1	3	2	2	2
13	9	1	1	4	4	4	3	1	4
38	0	1	0	4	4	4	4	2	1
38	1	1	0	2	2	3	3	2	2
38	2	1	0	4	4	4	3	3	2
38	3	1	0	4	4	4	2	2	4
38	4	1	0	4	4	4	1	1	2
38	5	1	0	4	2	3	1	1	3
38	6	1	0	4	3	3	2	2	3
38	7	1	0	4	1	2	4	4	3
38	8	1	0	4	4	2	2	1	9
38	9	1	0	4	4	4	2	2	3
43	0	1	0	1	2	2	1	1	2
43	1	1	0	1	4	2	3	3	2
43	2	1	0	4	4	4	2	2	3
43	3	1	0	4	4	4	1	1	1
43	4	1	0	4	4	3	1	1	2
43	5	1	0	4	4	3	1	1	2
43	6	1	0	2	2	4	1	1	1
43	7	1	0	3	3	4	1	1	2
43	8	1	0	4	4	4	3	1	4
43	9	1	0	4	4	3	1	1	1
80	0	1	1	3	3	3	2	2	3
80	1	1	0	4	4	4	2	2	2
80	2	1	0	4	4	4	3	2	2
80	4	1	0	4	4	4	2	3	3
80	5	1	1	4	3	3	2	2	1
80	6	1	0	2	4	4	1	1	3
80	7	1	0	1	4	3	1	2	3
80	8	1	1	4	4	4	1	2	1
80	9	1	0	4	4	4	4	4	1
83	0	1	0	2	2	3	2	1	2
83	1	1	0	2	1	2	1	1	1
83	2	1	0	4	4	4	1	1	3
83	3	1	0	1	3	2	1	1	2
83	4	1	0	4	4	4	2	1	2
83	5	1	0	3	2	3	2	2	2
83	6	1	0	2	2	2	2	2	2
83	7	1	0	4	4	4	3	3	4
83	8	1	0	4	3	3	3	3	3
83	9	1	0	4	2	3	2	2	2
84	0	1	0	2	2	2	1	1	1
84	1	1	1	4	3	4	2	2	2
84	2	1	0	1	2	3	1	1	1
84	3	1	1	3	2	1	1	1	1
84	4	1	0	4	4	4	4	3	3
84	5	1	1	1	2	2	1	1	2
84	6	1	0	3	4	3	3	1	2
84	7	1	1	4	4	4	2	2	3
84	8	1	0	4	2	3	2	1	3
84	9	1	1	4	4	4	4	9	9
99	0	1	0	4	4	4	3	2	3
99	1	1	0	4	4	4	9	9	9
99	2	1	1	1	1	2	2	1	1
99	4	1	0	4	4	4	4	9	9
99	5	1	0	4	4	4	2	2	3
99	6	1	0	1	1	1	2	2	2
99	7	1	0	4	4	4	4	9	9
99	8	1	1	3	1	4	2	1	2
99	9	1	0	4	4	3	4	3	3
118	0	1	0	4	1	2	1	1	1
118	1	1	0	4	3	3	1	1	3
118	2	1	1	1	1	1	3	1	1
118	4	1	0	1	2	3	2	2	2
118	5	1	1	1	1	1	2	1	1
118	6	1	0	1	1	1	1	1	1
118	7	1	0	1	1	1	1	1	1
118	8	1	1	1	1	2	3	3	3
118	9	1	0	2	2	2	1	1	2
142	0	1	0	2	2	3	1	1	2
142	1	1	0	4	4	3	2	2	4
142	2	1	0	3	1	3	3	2	2
142	3	1	1	1	1	1	1	1	1
142	4	1	0	2	2	3	2	1	2
142	5	1	0	3	2	1	2	1	4
142	6	1	0	4	4	4	1	1	4
142	7	1	0	3	3	3	2	2	3
142	8	1	0	1	2	1	1	1	1
142	9	1	0	1	1	1	1	1	9
151	0	1	0	4	4	4	4	9	9
151	1	1	0	4	4	4	3	9	9
151	2	1	0	4	4	4	1	1	1
151	3	1	0	4	4	2	2	3	4
151	4	1	0	4	4	4	3	9	9
151	5	1	0	4	4	4	4	9	9
151	6	1	0	4	4	4	3	2	1
151	7	1	0	4	4	4	2	1	9
151	8	1	0	4	4	4	2	2	3
396	0	1	1	4	4	4	4	9	9
396	1	1	0	3	4	4	1	1	1
396	2	1	1	2	2	2	1	1	1
396	3	1	0	4	4	3	1	1	2
396	4	1	1	1	2	2	1	1	2
396	5	1	0	3	2	2	1	1	2
396	6	1	1	4	4	4	3	4	4
396	7	1	0	3	2	2	3	2	2
396	8	1	1	4	4	4	1	1	3
396	9	1	0	4	4	1	3	2	2
503	0	1	0	3	1	1	3	1	3
503	1	1	1	4	2	1	4	2	2
503	2	1	0	4	1	2	1	1	9
503	3	1	1	3	1	1	3	3	2
503	4	1	0	2	1	1	4	2	3
503	5	1	1	4	2	3	4	2	3
503	6	1	0	4	4	2	3	2	3
503	7	1	1	3	3	3	2	2	3
503	8	1	0	2	2	2	3	2	2
503	9	1	1	1	1	1	3	1	1
557	1	1	0	4	4	4	2	2	4
557	2	1	1	2	2	3	2	2	2
557	3	1	0	4	4	3	3	3	4
557	4	1	1	4	4	3	4	2	2
557	6	1	1	4	1	1	3	3	2
557	7	1	0	4	4	4	4	3	3
557	8	1	1	1	2	1	2	2	1
557	9	1	0	4	1	1	4	3	2
589	0	1	0	2	2	4	3	3	4
589	1	1	1	2	4	2	4	2	2
589	2	1	0	4	3	1	1	9	9
589	4	1	0	4	4	3	2	2	4
589	5	1	1	4	2	2	1	2	3
589	6	1	0	4	4	3	2	2	2
589	7	1	1	4	3	4	3	1	2
589	8	1	0	4	4	4	3	9	9
648	0	1	1	4	1	3	2	2	3
648	1	1	0	1	1	3	3	1	1
648	2	1	1	4	4	2	2	2	2
648	3	1	0	4	4	1	2	1	1
648	4	1	1	2	2	1	2	2	3
648	5	1	0	4	4	4	1	1	1
648	7	1	0	4	4	4	2	3	2
648	8	1	1	4	4	3	3	2	3
648	9	1	0	4	4	4	4	4	4
658	1	1	1	1	1	1	2	1	1
658	2	1	0	3	1	3	1	1	1
658	3	1	1	1	1	1	1	1	1
658	4	1	0	1	2	3	1	1	1
658	5	1	1	4	4	3	2	2	3
658	6	1	0	1	1	3	1	1	1
658	7	1	1	2	1	2	2	1	1
658	8	1	0	2	1	3	1	1	1
658	9	1	1	1	1	3	1	1	2
684	0	1	1	2	1	4	3	2	2
684	1	1	0	1	1	1	4	4	1
684	2	1	1	1	1	2	1	1	2
684	3	1	0	4	2	2	1	1	2
684	4	1	1	4	3	3	3	2	3
684	5	1	0	4	2	4	2	1	3
684	6	1	1	4	1	2	2	1	2
684	7	1	0	1	1	2	2	1	2
684	8	1	1	4	2	3	2	2	3
684	9	1	0	3	1	4	3	2	3
699	0	1	0	2	1	4	2	2	2
699	1	1	1	4	1	1	1	1	2
699	2	1	0	4	4	2	2	2	3
699	3	1	1	4	4	4	3	2	4
699	5	1	1	4	4	2	4	1	9
699	6	1	0	4	4	4	2	1	3
699	7	1	1	4	3	2	2	2	3
699	8	1	0	4	1	4	1	1	2
699	9	1	1	2	1	1	2	1	2
713	0	1	0	4	2	4	3	1	4
713	1	1	1	1	1	2	1	1	2
713	2	1	0	1	2	4	2	2	1
713	3	1	1	2	2	1	1	1	2
713	4	1	1	1	1	4	1	1	1
713	5	1	1	4	3	3	1	1	2
713	6	1	0	4	2	4	3	2	4
713	7	1	1	4	4	4	3	2	4
713	8	1	0	4	3	2	9	9	9
713	9	1	1	2	2	3	3	2	3
766	0	1	1	2	2	2	2	2	1
766	1	1	0	4	4	4	1	1	3
766	2	1	1	1	2	1	1	1	1
766	3	1	0	2	1	1	2	1	1
766	4	1	1	2	1	1	1	1	2
766	5	1	0	1	1	1	1	1	1
766	6	1	1	1	1	1	1	1	1
766	7	1	0	1	1	2	2	1	2
766	8	1	1	1	2	2	2	1	1
766	9	1	0	2	2	2	2	1	3
824	0	1	0	1	1	2	2	2	1
824	1	1	1	4	2	1	2	3	1
824	2	1	0	4	4	4	4	3	4
824	3	1	1	1	2	2	2	2	3
824	4	1	0	4	4	4	4	2	3
824	5	1	1	4	4	3	4	3	3
824	6	1	0	2	1	2	3	1	4
824	7	1	1	1	1	1	3	2	1
824	8	1	0	2	1	3	4	3	3
824	9	1	1	4	1	4	4	3	2
863	0	1	1	4	2	2	1	1	9
863	1	1	1	2	3	1	3	1	1
863	2	1	0	3	2	2	3	1	2
863	3	1	1	1	1	2	2	2	1
863	4	1	0	3	3	1	2	1	2
863	5	1	1	3	2	2	2	1	2
863	6	1	1	4	2	3	3	2	3
863	7	1	0	2	2	1	1	1	2
863	8	1	1	2	1	1	2	2	1
996	0	1	1	1	1	2	4	1	1
996	1	1	0	2	3	3	2	2	2
996	2	1	1	4	1	2	2	3	9
996	3	1	0	4	4	4	3	2	4
996	4	1	1	4	4	4	9	9	9
996	5	1	0	4	2	3	2	1	4
996	6	1	1	2	1	2	4	3	2
996	7	1	0	4	4	3	4	3	3
996	9	1	0	3	1	2	2	2	2
1063	0	1	1	4	1	2	3	1	2
1063	1	1	0	4	4	2	1	1	3
1063	2	1	1	4	4	4	4	4	2
1063	3	1	0	4	3	4	2	2	3
1063	4	1	1	4	3	4	1	1	4
1063	6	1	1	1	1	3	1	1	1
1063	7	1	0	4	2	4	1	1	3
1063	8	1	1	1	2	4	1	1	1
