1	1	2	6.6	1	6	0	0
2	1	1	5.7	0	1	0	1
3	1	17	4.5	0	2	0	0
4	1	3	4.4	0	2	0	0
5	1	4	5.8	0	3	0	1
6	1	4	5	1	4	0	1
7	1	4	4.9	0	3	0	1
8	1	17	5.3	1	2	0	0
9	1	14	9	0	6	0	1
10	1	22	5.4	0	1	0	0
11	1	1	5.9	0	5	0	1
12	1	5	6.6	0	5	0	1
13	1	1	6.3	1	5	0	1
14	1	20	6.3	0	4	0	0
15	1	30	5.9	0	3	0	1
16	1	15	4.6	1	3	0	1
17	1	5	6.4	1	6	0	1
18	1	15	6.1	1	5	0	1
19	2	22	5	0	2	0	0
20	2	19	6.8	1	5	0	0
21	2	19	6.4	1	2	0	0
22	2	7	6.7	1	3	0	1
23	2	22	5.8	1	1	0	0
24	2	8	7.6	0	5	0	0
25	2	4	6.2	1	4	0	1
26	2	15	6.8	0	4	0	1
27	2	6	6.4	1	5	0	0
28	2	23	7.8	1	4	0	1
29	2	29	6.7	1	1	0	1
30	2	6	6.3	1	6	0	0
31	2	5	6.7	1	4	0	1
32	2	14	7.8	1	5	0	1
33	2	19	6	0	5	0	0
34	2	19	6.6	0	6	0	0
35	2	7	6.6	1	5	0	1
36	2	22	6.8	0	5	0	0
37	2	9	5.6	0	4	0	1
38	2	2	6.9	0	5	0	0
39	3	22	6.4	0	5	0	0
40	3	14	5.8	0	5	0	1
41	3	7	7.5	1	4	0	1
42	3	1	6.3	0	2	0	1
43	3	19	8.4	1	5	0	0
44	3	6	8.4	0	3	0	0
45	3	11	7.2	1	5	0	1
46	3	8	7.4	1	4	0	0
47	3	6	6.6	1	5	0	0
48	3	14	6.9	1	5	0	1
49	3	9	7.1	1	5	0	1
50	3	14	7.4	1	3	0	1
51	3	2	7	0	4	0	0
52	3	17	5.4	0	4	0	0
53	3	19	7.4	1	2	0	0
54	3	15	6.9	0	4	0	1
55	3	8	7.5	1	6	0	0
56	3	29	6.6	0	4	0	1
57	4	15	7.2	1	5	1	1
58	4	9	6	1	4	1	1
59	4	9	5	0	5	1	1
60	4	5	7.1	0	3	1	1
61	4	23	6.2	1	4	1	1
62	4	12	7.3	0	5	1	1
63	4	20	7.4	1	6	1	0
64	4	4	6.6	0	4	1	1
65	4	7	7.7	1	2	1	1
66	4	7	7.5	0	5	1	1
67	4	8	7.8	1	6	1	0
68	4	19	7.4	0	6	1	0
69	4	17	6.7	1	6	1	0
70	4	5	6.8	1	6	1	1
71	4	19	6.4	0	3	1	0
72	4	22	6.9	1	4	1	0
73	4	8	7.7	1	5	1	0
74	4	30	7.1	1	2	1	1
75	4	6	7.8	1	1	1	0
76	4	11	6.8	0	1	1	1
77	4	23	6.2	1	5	1	1
78	5	4	7.8	1	5	1	1
79	5	17	6.4	1	4	1	0
80	5	14	7.5	1	5	1	1
81	5	5	6.6	0	6	1	1
82	5	4	5.9	1	5	1	1
83	5	8	6.9	1	1	1	0
84	5	3	6.6	1	5	1	0
85	5	3	5.8	1	5	1	0
86	5	19	6.7	0	6	1	0
87	5	2	7.5	0	6	1	0
88	5	1	6.2	0	4	1	1
89	5	9	5.6	1	2	1	1
90	5	14	6.7	0	5	1	1
91	5	12	7.7	1	5	1	1
92	5	3	6.8	0	3	1	0
93	6	15	7.1	1	2	0	1
94	6	22	6.4	1	2	0	0
95	6	6	6	1	3	0	0
96	6	11	6.9	0	6	0	1
97	6	7	6	0	4	0	1
98	6	2	6	1	5	0	0
99	6	7	6.2	0	5	0	1
100	6	12	7.1	0	6	0	1
101	6	8	5.7	0	2	0	0
102	6	2	5.2	1	2	0	0
103	6	6	5.6	1	3	0	0
104	6	3	6.8	1	4	0	0
105	6	30	5.8	1	6	0	1
106	6	8	5.9	0	4	0	0
107	6	15	5.9	1	2	0	1
108	6	9	6.4	1	5	0	1
109	6	17	5.6	1	5	0	0
110	6	19	6.5	1	4	0	0
111	7	7	7.3	0	3	1	1
112	7	1	5.9	1	5	1	1
113	7	14	7.3	0	5	1	1
114	7	2	7.5	1	5	1	0
115	7	9	6.3	0	2	1	1
116	7	6	7.4	1	2	1	0
117	7	15	7.5	1	1	1	1
118	7	3	6.3	1	5	1	0
119	7	9	6.2	1	5	1	1
120	7	8	6	1	3	1	0
121	7	15	6	1	1	1	1
122	7	3	7.9	1	6	1	0
123	7	15	8.2	1	3	1	1
124	7	23	6.9	1	6	1	1
125	7	1	6.6	1	5	1	1
126	7	1	7.1	0	4	1	1
127	7	23	6.6	0	5	1	1
128	8	14	6.5	0	4	1	1
129	8	6	5.7	0	5	1	0
130	8	7	6	0	5	1	1
131	8	4	6.3	0	5	1	1
132	8	20	4.7	0	6	1	0
133	8	9	5.7	1	4	1	1
134	8	23	5.8	1	5	1	1
135	8	4	6.4	1	1	1	1
136	8	23	6.1	1	5	1	1
137	8	12	6	0	6	1	1
138	8	1	4.5	0	5	1	1
139	8	19	6.7	1	5	1	0
140	8	12	6.7	1	5	1	1
141	8	17	4.7	1	2	1	0
142	8	24	6.1	1	2	1	1
143	8	1	5.7	0	5	1	1
144	8	9	4.9	0	3	1	1
145	8	11	7.7	1	6	1	1
146	8	4	6	1	1	1	1
147	8	9	6	0	5	1	1
148	8	16	7.5	1	5	1	1
149	8	1	5.3	1	4	1	1
150	8	4	5.6	0	5	1	1
151	8	19	5.3	0	5	1	0
152	8	10	5.1	0	2	1	1
153	8	11	6.8	0	5	1	1
154	9	5	5.2	0	5	0	1
155	9	4	6.9	1	5	0	1
156	9	4	6.2	1	2	0	1
157	9	7	5.6	1	4	0	1
158	9	10	5.8	1	4	0	1
159	9	10	3.9	0	6	0	1
160	9	7	6.6	1	5	0	1
161	9	24	5	0	6	0	1
162	9	19	5.7	0	3	0	0
163	9	22	4.7	0	4	0	0
164	9	17	5.4	0	6	0	0
165	9	3	6	0	6	0	0
166	9	8	4.3	0	4	0	0
167	9	19	6.6	0	5	0	0
168	9	22	5.4	1	4	0	0
169	9	6	5.6	1	2	0	0
170	10	1	5.6	0	1	0	1
171	10	3	7.1	0	6	0	0
172	10	6	6.7	0	3	0	0
173	10	2	5.1	0	5	0	0
174	10	12	7.1	1	5	0	1
175	10	12	6.2	0	5	0	1
176	10	19	6.2	1	2	0	0
177	10	16	7.1	1	2	0	1
178	10	6	7.2	1	4	0	0
179	10	2	6.9	0	4	0	0
180	10	19	6.8	1	2	0	0
181	10	17	5.6	1	3	0	0
182	10	2	6.4	1	1	0	0
183	10	23	5.9	0	5	0	1
184	10	2	6.6	0	4	0	0
185	10	2	8.2	0	4	0	0
186	10	24	6.7	1	1	0	1
187	10	1	6.9	1	4	0	1
188	10	23	5.5	0	4	0	1
189	10	12	6.2	0	6	0	1
190	10	22	7.1	0	5	0	0
191	10	23	5.6	1	3	0	1
192	10	8	6.4	1	4	0	0
193	10	2	6.5	0	5	0	0
194	10	11	6.4	1	2	0	1
195	11	4	5.5	0	5	0	1
196	11	24	6.8	1	5	0	1
197	11	2	5.9	1	2	0	0
198	11	29	6.3	0	1	0	1
199	11	4	7.1	1	4	0	1
200	11	3	6.2	1	4	0	0
201	11	6	6.7	1	6	0	0
202	11	12	6.7	0	4	0	1
203	11	6	4.9	0	3	0	0
204	11	19	5.9	1	5	0	0
205	11	6	7.1	1	2	0	0
206	11	22	5.6	1	3	0	0
207	11	7	5.2	0	5	0	1
208	11	5	5.9	1	4	0	1
209	11	19	7.6	0	4	0	0
210	11	14	7	1	4	0	1
211	11	3	5.5	0	5	0	0
212	11	19	6.2	1	4	0	0
213	11	26	6.3	1	4	0	1
214	11	12	5.2	0	4	0	1
215	11	5	7.4	0	5	0	1
216	12	17	5.4	0	6	0	0
217	12	11	6.7	1	4	0	1
218	12	14	5.3	1	4	0	1
219	12	10	4	0	3	0	1
220	12	24	4	0	4	0	1
221	12	1	5	1	6	0	1
222	12	25	5.5	0	5	0	1
223	12	7	4.8	1	3	0	1
224	12	10	5.7	0	5	0	1
225	12	8	4.8	1	3	0	0
226	12	10	5.4	0	4	0	1
227	12	14	5.2	1	5	0	1
228	12	6	4.8	1	5	0	0
229	12	22	5.7	1	1	0	0
230	12	25	4.9	1	3	0	1
231	12	5	6.4	1	6	0	1
232	12	7	5.8	1	5	0	1
233	12	17	5.4	1	3	0	0
234	12	14	5.3	0	5	0	1
235	12	3	5.2	0	5	0	0
236	12	19	6.1	0	6	0	0
237	12	4	5.9	0	6	0	1
238	12	2	5.8	0	6	0	0
239	12	16	5.3	1	4	0	1
240	12	1	4.8	0	6	0	1
241	12	1	4.3	1	4	0	1
242	12	12	4.3	0	3	0	1
243	12	20	5.8	1	4	0	0
244	12	2	5.5	0	2	0	0
245	13	28	5.8	0	4	0	1
246	13	19	6.7	1	1	0	0
247	13	1	6.4	1	3	0	1
248	13	26	6.6	0	3	0	1
249	13	3	6.7	1	5	0	0
250	13	5	6.7	1	5	0	1
251	13	17	4.6	1	1	0	0
252	13	14	6.3	0	6	0	1
253	13	8	6.9	1	5	0	0
254	13	22	6.3	0	1	0	0
255	13	5	6.6	0	5	0	1
256	13	14	6.1	0	3	0	1
257	13	7	4.3	0	5	0	1
258	13	30	6.3	0	5	0	1
259	13	23	7.2	1	2	0	1
260	13	17	4.9	1	5	0	0
261	13	12	5.3	0	5	0	1
262	13	14	7.3	0	4	0	1
263	13	1	6.1	0	4	0	1
264	13	4	6.1	0	2	0	1
265	13	3	6.4	0	4	0	0
266	14	5	7.8	0	5	1	1
267	14	7	7.8	1	4	1	1
268	14	16	6.2	1	4	1	1
269	14	23	6.4	1	2	1	1
270	14	8	5.8	1	4	1	0
271	14	21	6.4	0	3	1	1
