1	11	1	36	0	11	7	0	2	1	.5	1
1	11	2	45	0	20	7	0	2	1	.5	1
1	11	3	32	0	7	7	0	2	1	.5	1
1	11	4	57	1	25	6	0	2	1	.5	1
1	11	5	46	1	22	6	0	2	1	.5	1
1	11	6	60	1	22	6	0	2	1	.5	1
1	11	7	23	1	13	6	0	2	1	.5	1
1	11	8	32	1	13	7	0	2	1	.5	1
1	11	9	60	0	17	7	0	2	1	.5	1
1	12	10	45	0	21	6	1	2	1	.5	1
1	12	11	57	1	24	6	1	2	1	.5	1
1	12	12	47	0	24	6	1	2	1	.5	1
1	12	13	32	1	14	6	1	2	1	.5	1
1	12	14	42	1	13	6	1	2	1	.5	1
1	12	15	42	1	17	6	1	2	1	.5	1
1	12	16	53	1	20	5	1	2	1	.5	1
1	12	17	60	0	28	5	1	2	1	.5	1
1	12	18	33	1	21	6	1	2	1	.5	1
1	13	19	64	1	22	5	0	2	0	-.5	1
1	13	20	37	0	17	5	0	2	0	-.5	1
1	13	21	23	1	7	4	0	2	0	-.5	1
1	13	22	61	1	20	4	0	2	0	-.5	1
1	13	23	58	1	24	4	0	2	0	-.5	1
1	13	24	52	1	20	4	0	2	0	-.5	1
1	13	25	28	0	6	5	0	2	0	-.5	1
1	13	26	52	1	17	5	0	2	0	-.5	1
1	13	27	43	0	20	4	0	2	0	-.5	1
1	14	28	64	0	32	4	1	2	0	-.5	1
1	14	29	47	0	17	5	1	2	0	-.5	1
1	14	30	62	1	27	4	1	2	0	-.5	1
1	14	31	39	1	11	5	1	2	0	-.5	1
1	14	32	46	1	20	5	1	2	0	-.5	1
1	14	33	58	1	22	4	1	2	0	-.5	1
1	14	34	34	0	14	5	1	2	0	-.5	1
1	14	35	41	0	10	5	1	2	0	-.5	1
1	14	36	56	1	17	5	1	2	0	-.5	1
2	21	37	39	1	20	4	0	1	1	.5	0
2	21	38	60	1	29	5	0	1	1	.5	0
2	21	39	57	1	25	5	0	1	1	.5	0
2	21	40	50	1	20	5	0	1	1	.5	0
2	21	41	29	1	8	5	0	1	1	.5	0
2	21	42	57	0	29	5	0	1	1	.5	0
2	21	43	51	1	20	5	0	1	1	.5	0
2	21	44	25	1	13	5	0	1	1	.5	0
2	21	45	27	1	10	5	0	1	1	.5	0
2	22	46	53	1	18	4	1	1	1	.5	0
2	22	47	42	0	24	5	1	1	1	.5	0
2	22	48	43	1	15	4	1	1	1	.5	0
2	22	49	24	0	6	5	1	1	1	.5	0
2	22	50	48	0	17	5	1	1	1	.5	0
2	22	51	60	0	18	5	1	1	1	.5	0
2	22	52	27	1	10	4	1	1	1	.5	0
2	22	53	61	0	25	5	1	1	1	.5	0
2	22	54	33	1	14	5	1	1	1	.5	0
2	23	55	47	0	20	5	0	1	0	-.5	0
2	23	56	50	1	21	4	0	1	0	-.5	0
2	23	57	38	1	15	4	0	1	0	-.5	0
2	23	58	28	1	8	6	0	1	0	-.5	0
2	23	59	33	1	11	5	0	1	0	-.5	0
2	23	60	52	1	21	4	0	1	0	-.5	0
2	23	61	53	0	17	6	0	1	0	-.5	0
2	23	62	31	1	17	5	0	1	0	-.5	0
2	23	63	27	1	13	4	0	1	0	-.5	0
2	24	64	57	0	20	6	1	1	0	-.5	0
2	24	65	47	1	20	5	1	1	0	-.5	0
2	24	66	41	1	17	4	1	1	0	-.5	0
2	24	67	64	1	28	4	1	1	0	-.5	0
2	24	68	45	1	24	5	1	1	0	-.5	0
2	24	69	42	0	20	5	1	1	0	-.5	0
2	24	70	25	1	8	5	1	1	0	-.5	0
2	24	71	34	1	18	5	1	1	0	-.5	0
2	24	72	36	1	17	5	1	1	0	-.5	0
3	31	73	55	1	25	4	0	0	1	.5	-1
3	31	74	33	0	11	5	0	0	1	.5	-1
3	31	75	51	1	21	4	0	0	1	.5	-1
3	31	76	60	1	31	4	0	0	1	.5	-1
3	31	77	24	1	7	4	0	0	1	.5	-1
3	31	78	31	0	18	5	0	0	1	.5	-1
3	31	79	58	1	21	4	0	0	1	.5	-1
3	31	80	60	0	27	5	0	0	1	.5	-1
3	31	81	29	0	14	5	0	0	1	.5	-1
3	32	82	24	1	13	3	1	0	1	.5	-1
3	32	83	24	1	10	4	1	0	1	.5	-1
3	32	84	46	0	21	3	1	0	1	.5	-1
3	32	85	43	1	25	3	1	0	1	.5	-1
3	32	86	24	1	4	4	1	0	1	.5	-1
3	32	87	45	0	18	4	1	0	1	.5	-1
3	32	88	64	1	25	4	1	0	1	.5	-1
3	32	89	25	1	4	5	1	0	1	.5	-1
3	32	90	55	1	27	3	1	0	1	.5	-1
3	33	91	42	1	18	5	0	0	0	-.5	-1
3	33	92	58	1	25	6	0	0	0	-.5	-1
3	33	93	64	1	20	6	0	0	0	-.5	-1
3	33	94	47	0	17	6	0	0	0	-.5	-1
3	33	95	25	1	7	5	0	0	0	-.5	-1
3	33	96	50	0	21	5	0	0	0	-.5	-1
3	33	97	42	1	14	5	0	0	0	-.5	-1
3	33	98	60	0	29	5	0	0	0	-.5	-1
3	33	99	33	1	20	5	0	0	0	-.5	-1
3	34	100	51	0	18	6	1	0	0	-.5	-1
3	34	101	27	1	11	6	1	0	0	-.5	-1
3	34	102	43	1	17	6	1	0	0	-.5	-1
3	34	103	45	1	15	6	1	0	0	-.5	-1
3	34	104	53	0	21	6	1	0	0	-.5	-1
3	34	105	53	0	21	6	1	0	0	-.5	-1
3	34	106	37	0	15	6	1	0	0	-.5	-1
3	34	107	25	1	10	7	1	0	0	-.5	-1
3	34	108	32	1	14	6	1	0	0	-.5	-1
3	34	109	46	1	20	6	1	0	0	-.5	-1
4	41	110	57	1	25	5	0	2	1	.5	1
4	41	111	27	1	11	6	0	2	1	.5	1
4	41	112	55	1	25	5	0	2	1	.5	1
4	41	113	51	0	20	6	0	2	1	.5	1
4	41	114	24	1	14	5	0	2	1	.5	1
4	41	115	56	1	20	5	0	2	1	.5	1
4	41	116	31	1	17	5	0	2	1	.5	1
